3bbd0a04-40d0-44fb-ba4d-c25d0926d7df,ADDRESS_TYPE,Types of addresses
a447a151-130e-46df-917b-d09976d2ebb5,PHONE_NUMBER_TYPE,Types of phonenumber
66ce5b88-684d-4a82-96b6-d9c8bb751687,EMAIL_ADDRESS_TYPE,Types of emails
a673bec7-aae1-4cca-b459-fb5d5bbfe3e1,COUNTRY,Types of countries
